"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MDH24",9.11461209469052e-21,0.545239010050315,0.911,0.49,5.36577214014431e-16,"23","MDH2"
"NDUFA22",9.18215637328155e-21,0.592402978144009,0.941,0.491,5.40553545695085e-16,"23","NDUFA2"
"TPR13",1.0332634376334e-20,0.629436978571574,0.96,0.534,6.0828218573478e-16,"23","TPR"
"BUD312",1.12971869499097e-20,0.42178981713665,0.832,0.356,6.65065395741181e-16,"23","BUD31"
"AP2M16",1.29956917221919e-20,0.540941131460701,0.931,0.48,7.65056371685438e-16,"23","AP2M1"
"PHAX1",1.41397187026431e-20,0.275438378039064,0.802,0.281,8.32405240024601e-16,"23","PHAX"
"RAD23A3",1.50203041024762e-20,0.529701218908323,0.931,0.449,8.84245302512776e-16,"23","RAD23A"
"FAM98A",1.51829382292122e-20,0.27367722575291,0.653,0.224,8.93819573553724e-16,"23","FAM98A"
"TNFRSF13B1",1.75746821206869e-20,0.638785705969203,0.327,0.076,1.03462153644484e-15,"23","TNFRSF13B"
"ANAPC51",1.94400723448766e-20,0.494938369922859,0.911,0.453,1.14443705894288e-15,"23","ANAPC5"
"CSNK2A22",1.99178672525561e-20,0.297236921711897,0.822,0.311,1.17256484515798e-15,"23","CSNK2A2"
"ATL34",1.99757887545327e-20,0.292863973772316,0.782,0.28,1.17597468397934e-15,"23","ATL3"
"NDUFS84",2.03563015808555e-20,0.521826291975692,0.941,0.491,1.19837547406496e-15,"23","NDUFS8"
"DCTN32",2.1432538378341e-20,0.445081212714051,0.881,0.398,1.26173353433293e-15,"23","DCTN3"
"TOMM221",2.20502360341972e-20,0.450241549831914,0.802,0.341,1.29809739533319e-15,"23","TOMM22"
"ABHD26",2.272689850807e-20,0.293537895776706,0.673,0.228,1.33793251517008e-15,"23","ABHD2"
"RTRAF2",2.46776039032364e-20,0.636233380213725,0.931,0.526,1.45277054178353e-15,"23","RTRAF"
"USP485",2.61835420920462e-20,0.388989636918012,0.832,0.342,1.54142512295876e-15,"23","USP48"
"SSBP14",2.64728732243259e-20,0.654913155731263,0.931,0.504,1.55845804671607e-15,"23","SSBP1"
"SNW14",2.67218156285261e-20,0.316013268738778,0.881,0.39,1.57311328605133e-15,"23","SNW1"
"RTF25",2.93167833571264e-20,0.276460710613501,0.871,0.348,1.72587903623403e-15,"23","RTF2"
"MLEC4",2.98287138344885e-20,0.565675514790007,0.931,0.487,1.75601638343634e-15,"23","MLEC"
"EIF4G210",2.98626376563641e-20,0.653674360900843,1,0.689,1.75801347883015e-15,"23","EIF4G2"
"GPATCH41",3.18270042609864e-20,0.374555685024359,0.733,0.263,1.87365574084427e-15,"23","GPATCH4"
"DDX219",3.35700203350226e-20,0.779016624667301,0.931,0.503,1.97626709712278e-15,"23","DDX21"
"XRN28",3.54395775593793e-20,0.444874461574474,0.911,0.444,2.08632793092066e-15,"23","XRN2"
"POLR2A5",3.62604534926678e-20,0.305676570363092,0.901,0.364,2.13465289711335e-15,"23","POLR2A"
"HNRNPK9",3.89695614263828e-20,0.662034277067642,0.98,0.704,2.29413808117116e-15,"23","HNRNPK"
"GPX15",4.1354282760367e-20,0.829630748492435,0.95,0.601,2.43452662610281e-15,"23","GPX1"
"MTDH11",4.28873866991854e-20,1.1145887724624,0.95,0.645,2.52478045498104e-15,"23","MTDH"
"MANF1",4.34848344361095e-20,0.613242461953492,0.861,0.369,2.55995220325377e-15,"23","MANF"
"SUMO12",4.34882483576189e-20,0.471489829566109,0.832,0.378,2.56015318081303e-15,"23","SUMO1"
"SUMO33",4.45308144751175e-20,0.360308771994095,0.861,0.361,2.62152904815017e-15,"23","SUMO3"
"SEC13",4.74130647185768e-20,0.274874204849819,0.802,0.319,2.79120711998262e-15,"23","SEC13"
"PPP1CC3",4.75268579506281e-20,0.506628548522598,0.941,0.45,2.79790612755347e-15,"23","PPP1CC"
"ACP11",4.78889392299855e-20,0.365534254172155,0.861,0.392,2.81922185246925e-15,"23","ACP1"
"PSMB58",4.80135984533938e-20,0.411406895294748,0.871,0.388,2.82656054095129e-15,"23","PSMB5"
"SEM15",4.95992129927741e-20,0.57793328092284,0.97,0.544,2.91990566888461e-15,"23","SEM1"
"GSPT13",5.81400195432473e-20,0.633329789307045,0.891,0.453,3.42270295051097e-15,"23","GSPT1"
"NDUFA131",6.0886165654608e-20,0.514116765050782,0.921,0.442,3.58436857208678e-15,"23","NDUFA13"
"MRPL342",6.31008807933612e-20,0.330396070580127,0.871,0.348,3.71474885230517e-15,"23","MRPL34"
"MRPS341",6.74275759544076e-20,0.674869016281342,0.861,0.47,3.96946139643598e-15,"23","MRPS34"
"DNAJC218",7.18990421836169e-20,0.346458755936654,0.891,0.378,4.23269661334953e-15,"23","DNAJC21"
"PCBP18",7.78406596539844e-20,0.595744749463768,0.99,0.634,4.58247963383006e-15,"23","PCBP1"
"OAZ18",7.79798590450412e-20,0.762328783687721,0.97,0.854,4.59067430198157e-15,"23","OAZ1"
"ANKLE26",9.0339469528765e-20,0.344584581944177,0.851,0.341,5.31828457115839e-15,"23","ANKLE2"
"SOD110",9.16194810310792e-20,0.675810062179697,0.941,0.596,5.39363884829963e-15,"23","SOD1"
"AIP3",9.21680417725463e-20,0.27269322623285,0.842,0.299,5.4259326191498e-15,"23","AIP"
"TALDO16",9.52300308687037e-20,0.567269833427976,0.95,0.548,5.60619191724059e-15,"23","TALDO1"
"NDUFB83",1.0833029930596e-19,0.549786659550848,0.95,0.507,6.37740472014185e-15,"23","NDUFB8"
"NCBP23",1.13268338964868e-19,0.262635525315713,0.812,0.307,6.6681071148618e-15,"23","NCBP2"
"HSP90B110",1.17371302563877e-19,1.49378920892359,0.97,0.767,6.90964858193543e-15,"23","HSP90B1"
"STRAP",1.20128082112577e-19,0.419650604829827,0.762,0.322,7.07194019396743e-15,"23","STRAP"
"CDC4210",1.27109048064592e-19,0.62179929509635,0.97,0.65,7.48290965956252e-15,"23","CDC42"
"DRAP15",1.27851599755249e-19,0.392235663444562,0.871,0.399,7.52662367759154e-15,"23","DRAP1"
"CISD13",1.30452013230627e-19,0.358739176698376,0.703,0.258,7.679710018887e-15,"23","CISD1"
"NDUFS65",1.31361075418475e-19,0.620345358730583,0.95,0.606,7.73322650988562e-15,"23","NDUFS6"
"RAP2B9",1.34274977080149e-19,0.284881417522493,0.752,0.257,7.90476790070837e-15,"23","RAP2B"
"NAA383",1.34901076020769e-19,0.538622991471225,0.901,0.469,7.9416263453427e-15,"23","NAA38"
"ARPC39",1.40088111637525e-19,0.832283296625114,0.941,0.69,8.24698713210111e-15,"23","ARPC3"
"ARHGAP307",1.54258677007404e-19,0.385376335258345,0.634,0.214,9.0812083154259e-15,"23","ARHGAP30"
"COX7A24",1.60449161000613e-19,0.630186352488982,0.96,0.717,9.44564210810606e-15,"23","COX7A2"
"ENTPD18",1.6717120524907e-19,0.309181423439068,0.495,0.144,9.84136885301276e-15,"23","ENTPD1"
"OPA11",1.68901700111163e-19,0.270837596860544,0.663,0.224,9.94324308554419e-15,"23","OPA1"
"PPP4R22",1.846072323794e-19,0.326822762843766,0.851,0.349,1.08678277701753e-14,"23","PPP4R2"
"DDX467",1.86059836066398e-19,0.487419955445573,0.941,0.485,1.09533425492289e-14,"23","DDX46"
"HNRNPH38",1.86153009903823e-19,0.515906341333563,0.95,0.479,1.0958827693038e-14,"23","HNRNPH3"
"MFF",1.95300717919017e-19,0.289091194210818,0.832,0.32,1.14973532638925e-14,"23","MFF"
"RAC111",2.04786565631266e-19,0.742807449814042,0.96,0.629,1.20557851187126e-14,"23","RAC1"
"RBM8A6",2.14234939516346e-19,0.584497336998046,0.95,0.536,1.26120108893273e-14,"23","RBM8A"
"CTSH7",2.16503833150244e-19,0.635193278185102,0.891,0.421,1.27455806575548e-14,"23","CTSH"
"UBE2J14",2.18713072291215e-19,0.74075697726536,0.822,0.393,1.28756385657838e-14,"23","UBE2J1"
"IRF44",2.223693939189e-19,0.311497656336748,0.327,0.073,1.30908862200056e-14,"23","IRF4"
"DDB11",2.27134840763446e-19,0.282735737183736,0.812,0.31,1.33714280757441e-14,"23","DDB1"
"SSNA11",2.41512323510138e-19,0.417600006769632,0.842,0.378,1.42178304850418e-14,"23","SSNA1"
"SEPT97",2.41915073911321e-19,0.342695291064225,0.822,0.356,1.42415404011594e-14,"23","SEPT9"
"RBBP43",2.43846449883981e-19,0.481948851786623,0.871,0.391,1.435524050467e-14,"23","RBBP4"
"CAPN16",2.46820647515533e-19,0.305140668900468,0.802,0.305,1.45303315192394e-14,"23","CAPN1"
"LSM14A5",2.61981398088508e-19,0.374619026158515,0.891,0.378,1.54228449054705e-14,"23","LSM14A"
"SLC20A18",2.64462746743024e-19,0.251617975565692,0.673,0.203,1.55689219007618e-14,"23","SLC20A1"
"TES9",2.68019064491981e-19,0.353761291669167,0.851,0.34,1.57782823266429e-14,"23","TES"
"OSTF14",2.69020704066178e-19,0.262992233012629,0.842,0.339,1.58372488483759e-14,"23","OSTF1"
"PPP1R73",2.72037406165932e-19,0.339297066023091,0.822,0.354,1.60148421009884e-14,"23","PPP1R7"
"YWHAB8",2.87400100323155e-19,0.637493690694574,0.99,0.709,1.69192439060241e-14,"23","YWHAB"
"CAPG5",2.94257800114488e-19,0.709739727636562,0.713,0.281,1.73229566927399e-14,"23","CAPG"
"DERL13",2.98334946756472e-19,0.312913365283751,0.752,0.285,1.75629783155535e-14,"23","DERL1"
"PTPN119",3.24784408233583e-19,0.330488246636586,0.851,0.348,1.91200581127111e-14,"23","PTPN1"
"PTPN75",3.28144029709963e-19,0.367421815212993,0.465,0.121,1.93178390290255e-14,"23","PTPN7"
"UBE2D24",3.3469516189424e-19,0.555118484293669,0.95,0.517,1.97035041807139e-14,"23","UBE2D2"
"DENR3",3.37612229794527e-19,0.341082756466849,0.861,0.365,1.98752319680038e-14,"23","DENR"
"CD721",3.51248785189569e-19,0.344054974266784,0.238,0.047,2.06780159841099e-14,"23","CD72"
"FAM49B7",3.58443088293623e-19,0.466922628013354,0.822,0.326,2.11015446078456e-14,"23","FAM49B"
"PABPN12",3.79294651960643e-19,0.281609493383201,0.851,0.324,2.23290761609231e-14,"23","PABPN1"
"TRIB111",3.80603627983126e-19,0.273987389781849,0.743,0.27,2.24061355793666e-14,"23","TRIB1"
"EZR10",3.98368855545435e-19,0.656180065779025,0.96,0.568,2.34519745259598e-14,"23","EZR"
"CCDC593",4.19188223667543e-19,0.285863207046224,0.861,0.353,2.46776107273082e-14,"23","CCDC59"
"HINT13",4.27929188775154e-19,0.627308428696632,0.96,0.813,2.51921913431933e-14,"23","HINT1"
"GTF2F11",4.56430771206067e-19,0.270884118717397,0.851,0.331,2.68700795009011e-14,"23","GTF2F1"
"PSME46",4.6212498506778e-19,0.301987186614225,0.792,0.305,2.72052978709402e-14,"23","PSME4"
"SRM3",4.69858191357614e-19,0.921083439470435,0.832,0.4,2.76605517252227e-14,"23","SRM"
"CCDC123",5.24696060897358e-19,0.327352525553963,0.861,0.358,3.08888571050274e-14,"23","CCDC12"
"ENY24",5.36594363916105e-19,0.527335379231987,0.911,0.5,3.15893102037411e-14,"23","ENY2"
"DARS4",5.74927219431898e-19,0.338767961406211,0.891,0.375,3.38459654079558e-14,"23","DARS"
"NDUFS56",5.88248751631806e-19,0.690102487599142,0.931,0.669,3.46302040085644e-14,"23","NDUFS5"
"HUWE15",5.93931121295125e-19,0.38519134756533,0.861,0.385,3.4964725110644e-14,"23","HUWE1"
"GLO13",5.9464506616307e-19,0.363685004000465,0.881,0.365,3.500675504502e-14,"23","GLO1"
"PRPF83",6.44354933366705e-19,0.305446645184805,0.851,0.375,3.79331749272979e-14,"23","PRPF8"
"MAP45",6.50017555836495e-19,0.266664867343195,0.911,0.375,3.82665335120944e-14,"23","MAP4"
"TTC11",7.04461011213829e-19,0.334198827615126,0.842,0.346,4.14716197301581e-14,"23","TTC1"
"CAND12",7.13028644871893e-19,0.261506062258181,0.802,0.305,4.19759963236084e-14,"23","CAND1"
"HSDL21",7.21652188236437e-19,0.262139163328109,0.624,0.213,4.2483664321479e-14,"23","HSDL2"
"CHMP4B6",7.31377641765598e-19,0.279203264732085,0.842,0.334,4.30562017707407e-14,"23","CHMP4B"
"PSIP16",9.67060033616003e-19,0.473888206881328,0.792,0.34,5.69308241789741e-14,"23","PSIP1"
"PSMB65",9.80218526392791e-19,0.58203131871888,0.931,0.521,5.77054646487436e-14,"23","PSMB6"
"FBL3",1.01467601729176e-18,0.615221847091121,0.891,0.464,5.97339771379661e-14,"23","FBL"
"WDR332",1.01773925495182e-18,0.265578666413293,0.812,0.341,5.99143099390138e-14,"23","WDR33"
"HACD35",1.11165036506918e-18,0.307459676354497,0.752,0.288,6.54428569916225e-14,"23","HACD3"
"PFDN12",1.14443748959299e-18,0.305598976191007,0.772,0.298,6.73730350123393e-14,"23","PFDN1"
"RABEP15",1.15130286033889e-18,0.258846026213619,0.822,0.321,6.77771993881504e-14,"23","RABEP1"
"KIF5B11",1.1612232034486e-18,0.663512692190571,0.941,0.537,6.8361209987019e-14,"23","KIF5B"
"RPS261",1.19890187091696e-18,1.24522252148771,0.97,0.719,7.05793531408816e-14,"23","RPS26"
"ACBD36",1.26264057374192e-18,0.317686904363244,0.881,0.382,7.43316505761869e-14,"23","ACBD3"
"PDS5A4",1.27109087813273e-18,0.311808279680541,0.871,0.361,7.48291199956737e-14,"23","PDS5A"
"DNAJA22",1.27800306026143e-18,0.358088206889004,0.861,0.363,7.52360401575904e-14,"23","DNAJA2"
"PWP13",1.29604839065697e-18,0.254818046925743,0.752,0.296,7.62983687579757e-14,"23","PWP1"
"SUGP26",1.2978990548015e-18,0.321705378714636,0.792,0.304,7.64073173561644e-14,"23","SUGP2"
"ZC3H155",1.30489319942025e-18,0.508058531240096,0.941,0.503,7.68190626498703e-14,"23","ZC3H15"
"NEDD82",1.30502098751332e-18,0.555843167779366,0.95,0.587,7.6826585534909e-14,"23","NEDD8"
"C12orf45",1.3190949116297e-18,0.264214151329287,0.673,0.239,7.76551174476402e-14,"23","C12orf45"
"POLR2J2",1.34603015627991e-18,0.438340208289592,0.911,0.42,7.92407953001985e-14,"23","POLR2J"
"ETV65",1.34923955806306e-18,0.282698531362838,0.832,0.335,7.94297327831722e-14,"23","ETV6"
"DPY302",1.48507075381983e-18,0.284058275571109,0.822,0.324,8.74261152773733e-14,"23","DPY30"
"LCP19",1.51146147014042e-18,1.48380772061692,0.693,0.343,8.89797367471666e-14,"23","LCP1"
"UBR56",1.58092723021381e-18,0.349301386085509,0.842,0.343,9.3069186042687e-14,"23","UBR5"
"COX203",1.62656784929725e-18,0.45317435571782,0.891,0.395,9.57560492881291e-14,"23","COX20"
"TMSB4X9",1.63721747802558e-18,1.32573479374326,1,0.929,9.63829929313658e-14,"23","TMSB4X"
"SFPQ11",1.8133771886236e-18,0.637283334763249,0.97,0.646,1.06753515094272e-13,"23","SFPQ"
"RBM225",1.84707386117448e-18,0.251399019401429,0.802,0.29,1.08737238207342e-13,"23","RBM22"
"METAP25",1.8824527246887e-18,0.494799122186944,0.921,0.492,1.10819991902424e-13,"23","METAP2"
"GANAB1",1.92555978436281e-18,0.282902390638831,0.752,0.295,1.13357704505439e-13,"23","GANAB"
"S100A1011",1.99541170113123e-18,0.969813392778718,0.97,0.531,1.17469886845595e-13,"23","S100A10"
"EIF3I5",2.01556469663191e-18,0.490744926150414,0.891,0.48,1.18656293690721e-13,"23","EIF3I"
"CAPNS18",2.07568101424649e-18,0.510365020092654,0.911,0.458,1.22195341308691e-13,"23","CAPNS1"
"SUGT13",2.18090151432945e-18,0.428264612448626,0.832,0.358,1.28389672148575e-13,"23","SUGT1"
"MRPL335",2.2464441855691e-18,0.426992809462881,0.931,0.456,1.32248169204453e-13,"23","MRPL33"
"PRKCB5",2.25943434172699e-18,0.297413345124568,0.594,0.199,1.33012899697468e-13,"23","PRKCB"
"ATP6V1F6",2.2905479091486e-18,0.570655670756858,0.921,0.496,1.34844555411578e-13,"23","ATP6V1F"
"SRRM17",2.34097430555263e-18,0.571863290248927,0.96,0.647,1.37813157367883e-13,"23","SRRM1"
"CAPZB6",2.38251398815839e-18,0.549823047487564,0.931,0.504,1.40258598482885e-13,"23","CAPZB"
"CLPTM1L1",2.39024263290641e-18,0.534096132847403,0.812,0.34,1.40713583799201e-13,"23","CLPTM1L"
"BZW17",2.54578816807768e-18,0.48552623980051,0.931,0.49,1.49870549454733e-13,"23","BZW1"
"CAPZA27",2.5712407754681e-18,0.265607635380321,0.891,0.38,1.51368944451807e-13,"23","CAPZA2"
"RB16",2.86773880281575e-18,0.271756415131532,0.743,0.282,1.68823783321763e-13,"23","RB1"
"MRPS18B",2.88534105867079e-18,0.279332363747597,0.792,0.326,1.69860028123949e-13,"23","MRPS18B"
"SF3B53",3.09315669125461e-18,0.550655814303046,0.921,0.516,1.82094134414159e-13,"23","SF3B5"
"PSMB72",3.11480901102906e-18,0.399342932049378,0.931,0.441,1.83368806479281e-13,"23","PSMB7"
"MRPS213",3.12751998941331e-18,0.431778402198675,0.941,0.477,1.84117101776761e-13,"23","MRPS21"
"RAB11A4",3.27097923202454e-18,0.359614348009143,0.881,0.363,1.92562547389285e-13,"23","RAB11A"
"MRPL52",3.33368918916419e-18,0.520894377399636,0.881,0.444,1.96254282566096e-13,"23","MRPL52"
"ENSA6",3.41150103023726e-18,0.459502521351725,0.921,0.443,2.00835065650067e-13,"23","ENSA"
"SRSF108",3.6725859996884e-18,0.532128589314,0.95,0.521,2.16205137801656e-13,"23","SRSF10"
"SAFB25",3.74156489573598e-18,0.274840401822956,0.881,0.35,2.20265925411977e-13,"23","SAFB2"
"HNRNPU11",3.84560441740498e-18,0.674296220483007,1,0.76,2.26390732052631e-13,"23","HNRNPU"
"ITGB26",3.95424922735086e-18,0.403303967025933,0.683,0.232,2.32786652014145e-13,"23","ITGB2"
"U2SURP4",4.15668592526087e-18,0.448251843511132,0.911,0.476,2.44704100420107e-13,"23","U2SURP"
"DDOST4",4.57873803792857e-18,0.358691754835323,0.832,0.379,2.69550308292855e-13,"23","DDOST"
"PIM25",4.93679798751819e-18,0.264599707488075,0.406,0.099,2.90629297525196e-13,"23","PIM2"
"NOP105",5.04069124959934e-18,0.608758970866478,0.871,0.449,2.96745493863913e-13,"23","NOP10"
"CNPY35",5.35244349376068e-18,0.318890269721743,0.792,0.297,3.15098348477691e-13,"23","CNPY3"
"NCKAP1L6",5.64993183482049e-18,0.348273509067128,0.564,0.172,3.32611487115882e-13,"23","NCKAP1L"
"CCDC85B6",5.81626451612996e-18,0.354601420389375,0.812,0.365,3.42403492064571e-13,"23","CCDC85B"
"SEPT65",5.85912737201348e-18,0.576998989029334,0.743,0.319,3.44926828390434e-13,"23","SEPT6"
"NCF1C2",6.30552691150198e-18,0.270184650031335,0.337,0.08,3.71206369280122e-13,"23","NCF1C"
"CD2AP6",6.64577138893741e-18,0.260516310918229,0.812,0.311,3.91236561666745e-13,"23","CD2AP"
"M6PR4",6.68311003287872e-18,0.349920298944914,0.871,0.388,3.9343468763557e-13,"23","M6PR"
"UHMK18",6.69169304051147e-18,0.319866459899907,0.802,0.318,3.9393996929491e-13,"23","UHMK1"
"ZMAT23",6.94293473216001e-18,0.350637754128533,0.861,0.365,4.0873056768226e-13,"23","ZMAT2"
"GADD45GIP11",7.45651621760235e-18,0.551046217111507,0.931,0.523,4.3896510973025e-13,"23","GADD45GIP1"
"PRR138",7.89720065762588e-18,0.359411757775865,0.881,0.402,4.64908202714435e-13,"23","PRR13"
"STRBP2",8.13926425014854e-18,0.260174018742701,0.723,0.292,4.79158486406245e-13,"23","STRBP"
"DBI7",8.57466437167258e-18,0.824446079634494,0.97,0.675,5.04790491560365e-13,"23","DBI"
"BSG9",8.85895788990947e-18,0.481305319789593,0.901,0.453,5.21526850978971e-13,"23","BSG"
"PTP4A24",9.04885862186184e-18,0.598154983445365,0.96,0.618,5.32706307069007e-13,"23","PTP4A2"
"NDUFS14",9.68045132836421e-18,0.259244736110461,0.842,0.336,5.69888169700801e-13,"23","NDUFS1"
"HEXA3",9.73974843741434e-18,0.277352504543022,0.752,0.28,5.73378990510582e-13,"23","HEXA"
"SAP186",9.77652125798117e-18,0.474789118946519,0.98,0.614,5.75543806457352e-13,"23","SAP18"
"IGHG11",9.88086233515793e-18,2.26647581805341,0.337,0.091,5.81686365670748e-13,"23","IGHG1"
"CYB5R36",1.04042822048092e-17,0.275357677218452,0.842,0.349,6.1250009339712e-13,"23","CYB5R3"
"POLR2F1",1.12795631953097e-17,0.332558696585221,0.871,0.405,6.64027885307882e-13,"23","POLR2F"
"KARS2",1.23018101608369e-17,0.252532172539236,0.822,0.326,7.24207564168467e-13,"23","KARS"
"RHEB4",1.30213423467321e-17,0.529281759383105,0.851,0.385,7.66566423952119e-13,"23","RHEB"
"TRIOBP5",1.3987314019208e-17,0.366033862990621,0.723,0.281,8.23433176310774e-13,"23","TRIOBP"
"PABPC46",1.44228880860979e-17,0.482364694713234,0.941,0.451,8.49075421628584e-13,"23","PABPC4"
"RPL22L14",1.53418465294552e-17,0.962419279233143,0.832,0.467,9.03174505189029e-13,"23","RPL22L1"
"SPATS21",1.68471914564492e-17,0.278126466884413,0.663,0.246,9.91794161041163e-13,"23","SPATS2"
"RTF17",1.88058779717557e-17,0.344018512788564,0.921,0.448,1.10710203619726e-12,"23","RTF1"
"UQCRC22",1.93141518413011e-17,0.426395592698997,0.891,0.408,1.1370241188974e-12,"23","UQCRC2"
"CLTC9",1.93917026172936e-17,0.380985683912084,0.931,0.455,1.14158953308008e-12,"23","CLTC"
"MZT2A",2.06275047488334e-17,0.572916662984351,0.921,0.498,1.21434120456382e-12,"23","MZT2A"
"COX6B14",2.10660636809363e-17,0.623665625891219,0.97,0.755,1.24015916889672e-12,"23","COX6B1"
"BRK15",2.13611534869673e-17,0.489418048834664,0.97,0.57,1.25753110577777e-12,"23","BRK1"
"CORO1A7",2.35985252468582e-17,1.38723217884877,0.604,0.292,1.38924518128254e-12,"23","CORO1A"
"GUSB3",2.59758048449366e-17,0.305704570060053,0.752,0.302,1.52919563122142e-12,"23","GUSB"
"UPF23",2.59826022249949e-17,0.266350152339295,0.871,0.352,1.52959579298545e-12,"23","UPF2"
"UQCRQ4",2.61710889896531e-17,0.577294748621445,0.95,0.664,1.54069200882088e-12,"23","UQCRQ"
"ADSS4",2.90987951271669e-17,0.277689177805325,0.792,0.291,1.71304606913632e-12,"23","ADSS"
"PSME18",3.00008906216475e-17,0.631228775261468,0.931,0.561,1.76615243089639e-12,"23","PSME1"
"SNRNP704",3.1278012491336e-17,0.512673762900098,0.941,0.486,1.84133659536495e-12,"23","SNRNP70"
"ADH55",3.37572559598162e-17,0.288752381970362,0.842,0.357,1.98728965835438e-12,"23","ADH5"
"MMADHC1",3.37992303725431e-17,0.312625324265349,0.851,0.364,1.98976069203161e-12,"23","MMADHC"
"CLTB7",3.43104928296186e-17,0.342083974335376,0.832,0.371,2.01985871287965e-12,"23","CLTB"
"ST146",3.52983275119813e-17,0.358647753232015,0.564,0.209,2.07801254063034e-12,"23","ST14"
"RAC27",4.76432822701396e-17,0.826902471105839,0.624,0.25,2.80476002724312e-12,"23","RAC2"
"SDF2L11",4.78854240055267e-17,0.662164326599547,0.802,0.355,2.81901491120535e-12,"23","SDF2L1"
"TAOK37",5.25712508229293e-17,0.36747686449687,0.901,0.406,3.09486953594585e-12,"23","TAOK3"
"MRPL571",5.34103297308207e-17,0.444185862818518,0.881,0.444,3.14426611125341e-12,"23","MRPL57"
"MRPL201",5.38584259977662e-17,0.559574434331355,0.96,0.538,3.1706455384885e-12,"23","MRPL20"
"TMOD39",6.14832661542599e-17,0.329685988965017,0.891,0.404,3.61951987850128e-12,"23","TMOD3"
"EIF1AX4",6.37808958612837e-17,0.709113522193536,0.941,0.606,3.75478133935377e-12,"23","EIF1AX"
"KLK74",7.36856025670809e-17,1.2406946624192,0.327,0.081,4.33787142312405e-12,"23","KLK7"
"PSMC55",7.61751177305354e-17,0.47088771448265,0.921,0.491,4.48442918079662e-12,"23","PSMC5"
"TOP2B3",7.65172074540782e-17,0.254485429909135,0.812,0.334,4.50456800282158e-12,"23","TOP2B"
"NDUFB104",8.23277522587509e-17,0.497022240798613,0.95,0.619,4.84663477547267e-12,"23","NDUFB10"
"LAMTOR54",8.67208461887e-17,0.425034765275074,0.931,0.484,5.10525621512877e-12,"23","LAMTOR5"
"ATP5MPL2",8.85937179919063e-17,0.574466704600372,0.931,0.656,5.21551217818352e-12,"23","ATP5MPL"
"MPC23",9.16490690480578e-17,0.366600857839656,0.931,0.443,5.39538069485916e-12,"23","MPC2"
"ACTN410",9.4311444180348e-17,0.459706933163947,0.871,0.44,5.55211471889709e-12,"23","ACTN4"
"PPT13",9.81128942922584e-17,0.398877887599623,0.772,0.293,5.77590608698525e-12,"23","PPT1"
"B4GALT15",1.15277209710644e-16,0.35354728951907,0.881,0.395,6.78636933566560e-12,"23","B4GALT1"
"PAPSS13",1.18077049251844e-16,0.270552908672884,0.752,0.274,6.95119588945608e-12,"23","PAPSS1"
"AIMP12",1.20384963757197e-16,0.336193504033001,0.832,0.368,7.08706281638617e-12,"23","AIMP1"
"SLTM8",1.28898546917309e-16,0.451920142068627,0.941,0.499,7.58825745702196e-12,"23","SLTM"
"GHITM5",1.32889276134202e-16,0.501832196511242,0.911,0.509,7.82319168602048e-12,"23","GHITM"
"DOCK28",1.37244239040509e-16,0.3333968934048,0.564,0.178,8.07956835231474e-12,"23","DOCK2"
"SNU133",1.42291082281964e-16,0.598389433400515,0.95,0.582,8.3766760139392e-12,"23","SNU13"
"TMEM14B1",1.4322046107429e-16,0.406919832153469,0.891,0.439,8.43138854344344e-12,"23","TMEM14B"
"RARS1",1.44039915191654e-16,0.254889103202876,0.723,0.292,8.47962980733269e-12,"23","RARS"
"UBE2K2",1.44758981193135e-16,0.400012497529219,0.901,0.42,8.52196122283985e-12,"23","UBE2K"
"DECR14",1.5393062898963e-16,0.272316623191471,0.792,0.311,9.06189612861953e-12,"23","DECR1"
"GRB26",1.55154942806386e-16,0.407557947449868,0.911,0.463,9.13397148301195e-12,"23","GRB2"
"IGHGP",1.56029410566971e-16,0.816772828740021,0.149,0.02,9.18545140007757e-12,"23","IGHGP"
"MAP4K46",1.59326775802017e-16,0.251503871108564,0.812,0.342,9.37956729146475e-12,"23","MAP4K4"
"BLOC1S13",1.59723486520461e-16,0.458208064686005,0.901,0.475,9.40292165145953e-12,"23","BLOC1S1"
"PDXK5",1.73330971929922e-16,0.418934628894363,0.832,0.385,1.02039943175145e-11,"23","PDXK"
"CAMTA15",1.77189992489246e-16,0.289397170180258,0.861,0.378,1.04311748578419e-11,"23","CAMTA1"
"COX6C4",1.78188815795705e-16,0.607715536208839,0.921,0.707,1.04899755858931e-11,"23","COX6C"
"NDUFAF8",1.80171130201141e-16,0.50047628720194,0.871,0.429,1.06066744349412e-11,"23","NDUFAF8"
"HIF1A9",1.96399803052731e-16,0.389817008888874,0.931,0.41,1.15620564057143e-11,"23","HIF1A"
"NDUFA103",2.15357649569979e-16,0.300853834317509,0.891,0.433,1.26781048301847e-11,"23","NDUFA10"
"TCEA12",2.15378012989235e-16,0.505651955506293,0.921,0.476,1.26793036246762e-11,"23","TCEA1"
"MTPN5",2.34440779235818e-16,0.517404778796172,0.931,0.531,1.38015286736126e-11,"23","MTPN"
"ARF110",2.42878202658044e-16,0.507722803338684,0.97,0.624,1.4298239790479e-11,"23","ARF1"
"NDUFB44",2.52671101605916e-16,0.453578809762725,0.921,0.565,1.48747477515403e-11,"23","NDUFB4"
"HSBP16",2.93692075324577e-16,0.422965578234033,0.931,0.447,1.72896524743578e-11,"23","HSBP1"
