"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"17224","TBL2",-0.286669445809209,5.56136105342053,1.53149468460617,0.215888257782303,0.638374614010333,738,421,423,408,342,474,374,403,262,122,417,313,363
"17225","TBL3",-0.409587710223784,5.19965808340971,2.34010874512371,0.126080752172116,0.514252255783232,702,284,326,308,225,477,332,306,213,84,359,278,311
"17226","TBP",-0.105790752059044,3.65927370964548,0.163961981230843,0.685534705666321,0.917490863142113,146,98,83,104,70,136,115,141,92,44,145,157,100
"17227","TBPL1",-0.175412467773,3.55662410682832,0.440156698406311,0.507046833414183,0.844214937039871,198,84,77,114,79,87,70,94,113,33,162,153,82
"17228","TBRG1",-0.200164419889332,4.93292333218141,1.18091795473908,0.277169197438679,0.696794463236056,394,223,230,256,217,270,203,226,359,83,530,477,302
"17229","TBRG4",-0.233564629668702,5.34027850281024,0.949826747730899,0.329763401104412,0.742077636813279,620,318,303,407,284,346,310,349,342,93,530,468,381
"17230","TBX15",0.729614593897046,2.80388741417802,2.46219960710979,0.116615375505544,0.500584850523627,5,10,5,9,15,25,30,23,39,10,66,44,42
"17231","TBX18",1.32401696056339,4.25214102462888,15.2757491983024,9.29015863514594e-05,0.00859361278771082,123,66,45,95,83,63,39,151,486,72,489,660,194
"17232","TBX18-AS1",1.33804332056717,0.213062578525782,7.3297748812077,0.00678215478242308,0.117048130072939,5,1,3,3,2,5,2,12,17,3,16,35,14
"17233","TBX19",0.240821502057206,2.03671002736559,0.496386157685038,0.481092331565068,0.83037405497066,54,21,18,27,34,35,22,30,35,11,81,114,46
"17234","TBX2",1.36900384927742,3.1883187180282,20.4998736733821,5.96351870928233e-06,0.00124844694831797,74,35,14,46,26,45,33,100,141,34,254,226,120
"17235","TBX2-AS1",1.04230495130286,0.343924165510883,5.0946962870838,0.0239991163218608,0.235236286549614,10,2,6,6,4,10,3,13,7,6,26,11,10
"17236","TBX21",0.728267050076523,0.699129015279826,2.27529159854363,0.131450399264016,0.522021873115566,8,4,4,7,4,17,9,10,20,9,28,9,12
"17237","TBX3",-0.478107188483221,5.33229670833088,1.79808969360209,0.179943613281267,0.594563258665777,1273,413,454,524,264,431,229,344,335,136,541,482,345
"17238","TBX6",0.869146936343757,0.833607167072384,4.20187382711059,0.0403793372313568,0.304652601994395,22,17,8,13,4,8,14,27,18,9,30,22,19
"17239","TBXAS1",0.527482986089742,4.17083157557037,1.98946027190745,0.158397324108972,0.562436347416397,211,75,65,94,94,134,143,155,246,50,333,288,130
"17240","TC2N",-0.0388765100675871,7.87122553295528,0.0374309920967733,0.846590187958137,0.963018980596931,3311,2179,1855,2081,2125,2356,2143,2012,1646,578,3231,2423,1742
"17241","TCAF1",0.00378737442829083,4.32479923165414,0.000334960065149659,0.985398000373872,0.998438835214239,280,148,146,164,110,139,128,176,167,43,280,288,157
"17242","TCAF1P1",-0.165068950041095,0.226237725419122,0.103677345271816,0.747460522995784,0.936262990073602,13,3,7,5,6,2,7,4,6,1,11,15,15
"17243","TCAF2",0.0752416314005647,1.5855467360376,0.0408407925573329,0.839845544451086,0.962137888158082,56,22,17,21,17,39,10,42,37,6,30,57,24
"17244","TCAIM",-0.24654022797258,4.57857294650261,1.17074996757389,0.279247195954532,0.698223313193831,319,175,160,223,152,224,202,207,228,66,353,406,217
"17245","TCAP",0.281524316878374,0.641370780912163,0.264666800212517,0.606931976130251,0.889616115923792,17,5,6,8,9,2,22,9,16,8,24,15,18
"17246","TCEA1",-0.553233595823105,5.25426646656664,5.37153261302369,0.0204679856433972,0.217102559187138,658,394,351,298,239,403,307,336,292,68,437,357,305
"17247","TCEA1P2",-1.40782427694927,0.777002095491986,9.28774823668494,0.00230691559397278,0.0639522558997205,18,15,13,12,15,8,14,5,8,1,6,23,21
"17248","TCEA1P4",-0.129281642640531,0.238524244609729,0.0620972950522329,0.803211270683864,0.951141211725243,6,7,4,7,8,6,5,6,9,0,10,34,18
"17249","TCEA2",0.159915918070205,3.72273236827341,0.354650673779679,0.551492229481807,0.866230834987245,219,86,90,100,69,93,98,102,124,48,182,155,121
"17250","TCEA3",-0.621496799921335,6.48859981028837,5.58387068910105,0.0181266171363837,0.203214296284329,1671,875,1255,930,1031,622,782,613,336,269,512,451,513
"17251","TCEAL1",-0.123495273622783,3.62033561960352,0.22230490891921,0.637289277664546,0.902835770893914,153,109,124,83,87,107,96,90,98,34,160,122,108
"17252","TCEAL2",0.294341125538674,3.6183185376847,0.201400579573278,0.653592705758567,0.907579794507596,56,161,151,116,145,13,168,70,18,52,71,67,85
"17253","TCEAL3",0.109725866564003,3.19536714886271,0.184984807846831,0.667123916592676,0.911802987977695,137,89,70,65,67,89,77,82,73,35,108,112,57
"17254","TCEAL4",0.118444128186979,4.94022031667777,0.274851699733148,0.600095623399813,0.888608191617816,480,254,300,255,214,242,232,291,300,103,327,400,210
"17255","TCEAL7",0.58057984425491,1.82376327801802,1.54399256742985,0.214024496510412,0.636528159682217,39,17,24,23,23,10,13,17,63,6,81,59,28
"17256","TCEAL8",-0.109769243481438,5.7622595034299,0.283637450448602,0.594326953778654,0.887252248667607,841,549,510,508,508,441,421,458,461,191,618,507,419
"17257","TCEAL9",0.00556121076981208,4.48576838929422,0.000640376689570843,0.979811155229243,0.996649153805195,332,196,199,184,165,175,142,186,226,56,292,269,169
"17258","TCEANC",-0.0499044618101683,3.45800820218902,0.0276274756057617,0.867987638458174,0.968255036072836,157,82,64,82,83,118,62,114,89,38,135,120,95
"17259","TCEANC2",0.154171805609152,3.89007707064787,0.37586468138899,0.539824740656906,0.860001245984558,235,98,81,108,71,128,105,145,134,62,221,231,152
"17260","TCERG1",-0.034772711786512,6.00355763194283,0.040920178340107,0.839692076483006,0.962136084409404,853,435,503,527,437,476,459,522,664,178,915,1054,609
"17261","TCF12",0.317805479802703,6.74773743457225,2.36406343102773,0.124158407995326,0.512614161970321,1315,712,821,862,803,956,879,1102,1195,387,1543,2079,962
"17262","TCF19",-0.287657819297576,3.26626982608366,0.670920122262391,0.412730994396693,0.794158326900679,119,70,73,71,73,54,32,62,98,18,197,115,70
"17263","TCF20",0.10307520528651,6.18169645090901,0.269427888204541,0.603715808083984,0.889288054054339,959,521,605,551,452,776,577,714,599,290,786,1079,584
"17264","TCF25",-0.106947189931621,6.90156649172984,0.221566540127389,0.637848877058104,0.903099377306506,1612,1010,1048,988,907,939,752,819,1148,383,1597,1394,1076
"17265","TCF3",-0.143944453945254,4.8396314686215,0.39008457313739,0.532254949871314,0.856405929235472,435,148,186,205,167,359,189,296,279,96,326,414,197
"17266","TCF4",0.17625999844711,7.84317510759892,0.718475085300298,0.396644564771668,0.784347106347546,2601,1582,1149,1657,1119,1829,1459,2232,2951,685,3450,4349,2301
"17267","TCF7",-0.07266772959698,4.58227591632349,0.0786834515141752,0.779089547797005,0.944946724099359,195,97,156,146,150,189,113,190,227,71,271,542,203
"17268","TCF7L1",1.20940537829852,2.13488228775308,11.1695268013109,0.000831518327440132,0.0346569899119432,29,10,13,16,17,27,25,30,49,19,61,149,48
"17269","TCF7L2",0.387015376952446,4.31538707479496,1.35389653122184,0.244598073395771,0.667502219475828,133,74,102,78,155,124,136,133,205,64,259,693,198
"17270","TCFL5",0.535639797878537,3.50296320114564,4.69261587706209,0.030292496948497,0.264393926926324,167,64,66,99,73,70,54,96,110,39,180,195,91
"17271","TCHH",-0.495775096406478,0.992404415663011,0.51782669324788,0.47177022797221,0.826417605245308,8,11,8,7,2,11,11,2,3,5,6,2,20
"17272","TCHP",-0.289535699877536,4.75219305459693,1.59292011779946,0.206909426107788,0.628243984105563,472,209,186,291,165,218,194,195,208,93,329,285,225
"17273","TCIM",-1.09102167195952,7.25499512687155,12.3120661911423,0.000450039517213619,0.0242557883965974,2876,1836,1344,1203,1291,1574,1673,850,513,347,900,534,723
"17274","TCIRG1",-0.142595528182162,6.20772836190851,0.279282233643318,0.597172052512447,0.888162993653221,1045,523,524,685,351,932,678,663,631,217,1211,759,566
"17275","TCL1A",0.898233166031366,1.53473730739743,0.626365599180126,0.428691578333052,0.804016522982858,0,0,0,3,3,11,0,45,9,0,3,9,3
"17276","TCL6",1.14175760801874,0.136745711308428,1.32914837683249,0.248956778934285,0.671629465470029,0,2,1,0,0,3,0,12,3,0,2,9,23
"17277","TCN1",0.894744729331859,8.88214762776671,2.3475762780003,0.125477964077338,0.51404931092882,9535,4520,6416,6059,8045,4658,4654,6342,1795,1946,3092,1469,5369
"17278","TCN2",0.128552711567354,3.95311761643056,0.220512925461373,0.638649372549727,0.903439698504087,124,105,69,76,61,123,96,118,191,35,229,207,146
"17279","TCOF1",-0.101755644414631,5.06117871900425,0.197230977320014,0.656965266580247,0.90837955912076,375,183,248,255,156,344,261,285,290,103,379,475,227
"17280","TCP1",-0.398818277674097,7.31668090721815,3.8798415637902,0.0488691688318197,0.333965603938016,2606,1542,1399,1581,1110,1629,1379,1200,1097,394,1817,1139,1424
"17281","TCP11L1",0.166583476286763,4.37362056985414,0.55671621396244,0.455586363941667,0.818450975252842,245,131,140,144,140,149,162,156,137,71,233,304,173
"17282","TCP11L2",-0.218376756155487,5.53330342876152,1.35345659801208,0.244674737529102,0.667502219475828,534,360,370,351,319,405,356,347,330,119,449,560,429
"17283","TCTA",0.0424945308566504,4.24260424295362,0.0367913900400154,0.847890396488924,0.96309579104299,311,155,142,149,141,188,147,188,182,46,266,304,175
"17284","TCTE3",-0.358435910065996,2.19893089398211,1.0718776702246,0.300521709448289,0.717413966811616,104,43,40,22,29,38,38,24,51,21,76,53,37
"17285","TCTEX1D2",0.66002868670204,-0.061282660323414,1.50604918689872,0.219742936575521,0.641534743916797,2,6,1,4,3,7,5,7,6,1,11,22,11
"17286","TCTEX1D4",1.08358443478412,0.750828870391186,3.7435736983068,0.0530109519947013,0.347092348639457,2,5,2,4,8,6,10,10,15,4,20,30,10
"17287","TCTN1",0.210596685372143,4.94162004808865,1.12047896845493,0.289815343029749,0.706371691879501,446,254,220,286,212,251,210,276,349,111,499,487,308
"17288","TCTN2",-0.396464036513892,4.30862524799456,2.94221857936794,0.0862921354197781,0.437912219757221,366,172,203,185,152,175,172,162,123,44,172,238,207
"17289","TCTN3",0.0141126735163865,5.48782476946588,0.00480511700735775,0.944735741076451,0.988148918653281,717,380,327,428,440,420,267,397,448,129,641,547,353
"17290","TDG",0.0487114454739164,4.08994350576319,0.0428188949685069,0.836066659218019,0.960842122550009,256,113,98,130,109,109,102,132,203,48,306,224,137
"17291","TDGF1",0.496378063692248,0.221212011741472,0.49673924253813,0.480936385329543,0.830283231895308,16,23,6,7,6,9,5,23,5,5,2,1,15
"17292","TDO2",0.790295811386505,0.448969123998271,1.61993499334937,0.203100852064228,0.623331614504601,0,2,0,2,0,4,1,4,29,1,13,24,13
"17293","TDP1",-0.218655865998053,4.18168508029498,0.973767814692478,0.323742291076077,0.73786232923688,182,138,118,159,142,172,129,151,211,51,269,261,145
"17294","TDP2",-0.525425883610878,4.64587699817622,5.7910932691867,0.0161075689887474,0.190669613050652,344,229,208,203,212,266,261,228,221,73,272,302,167
"17295","TDRD1",1.29142020507355,1.45217929880049,8.65542961720713,0.00326088183739079,0.077468655364605,29,14,10,11,7,9,19,27,65,8,30,53,44
"17296","TDRD10",0.46563721254928,1.21400285771736,1.56055176323317,0.211584449814472,0.634039388884603,24,4,8,6,9,11,9,13,31,9,35,40,29
"17297","TDRD12",-0.626745443867065,-0.0234274363848326,0.386622940207573,0.534079890706003,0.857019231712388,34,2,3,1,2,5,1,2,6,0,8,6,17
"17298","TDRD3",-0.0750189581768367,5.53504535959724,0.149784217949437,0.698741652670528,0.920690622945479,654,366,410,371,327,346,324,375,412,141,571,659,422
"17299","TDRD5",0.193327242437288,2.16900696022613,0.129318644255086,0.719139540401816,0.927384613578747,53,52,19,67,34,65,54,40,28,6,39,12,67
"17300","TDRD6",-0.462902730595562,2.74044879298411,1.55941975602974,0.211750199363739,0.634039388884603,79,42,52,67,37,39,25,32,74,18,79,132,63
"17301","TDRD7",-0.11003315260304,4.44000071939656,0.24751642279039,0.618829295055305,0.894075406802572,250,162,153,162,129,235,165,215,206,64,279,273,180
"17302","TDRD9",-0.387697146064412,0.956016836137627,0.201307986805261,0.653667141783593,0.907579794507596,29,2,3,7,15,40,0,3,9,5,18,75,17
"17303","TDRKH",-0.486841885056699,3.96291605881298,4.25029547542428,0.0392435020266631,0.301225306177644,212,151,108,182,113,196,123,126,105,48,128,127,124
"17304","TDRP",-0.091711136462497,4.05734147562239,0.149562101009906,0.698954181917266,0.920690622945479,258,200,129,154,130,177,116,120,149,46,254,295,141
"17305","TEAD1",0.0276079286559314,6.10639723161038,0.00982283390699479,0.921050764871868,0.983129913043076,563,379,342,348,441,542,570,461,763,169,841,1658,820
"17306","TEAD2",0.320881263142292,3.95926764245235,1.94486719495196,0.163141034759952,0.571323982973399,141,72,100,85,102,121,92,125,169,41,235,287,119
"17307","TEAD3",0.547914232287235,4.26722162720343,2.31586955573939,0.128059669601407,0.517238313360866,227,82,147,134,125,123,137,144,172,69,251,319,129
"17308","TEAD4",1.12754568246294,1.54777516109881,3.56466889692044,0.0590215101554213,0.365448254660965,26,10,8,17,1,14,10,16,34,9,42,53,37
"17309","TEC",-0.675121457553971,3.89099477548837,6.59834097279748,0.0102073834207033,0.147805464165339,210,91,107,130,134,164,126,98,88,46,102,125,120
"17310","TECPR1",-0.481203940715477,7.12182035671987,1.56767895891019,0.210544405538929,0.632428203799762,1799,1310,937,1049,527,1952,1502,962,344,382,760,551,910
"17311","TECPR2",-0.415666520135621,5.44639335140093,2.73650358515865,0.0980791509408605,0.46442813188377,545,372,382,524,441,690,420,347,344,130,523,707,340
"17312","TECR",0.174887600024689,4.39193400824635,0.336105609670614,0.562085810122738,0.870625434963948,253,131,151,203,162,270,181,243,155,96,125,220,132
"17313","TECTA",0.569641159005003,1.50006869730525,2.12711968385829,0.144712460226022,0.540578777042661,23,17,12,9,15,21,30,29,28,5,28,68,47
"17314","TEDC1",0.29556823502954,3.97817265379318,0.464682218350216,0.495443823567636,0.837374586820188,94,44,37,93,106,55,34,77,186,60,221,171,119
"17315","TEDC2",-0.385568622091448,0.341438738212917,0.643702794991635,0.422373133488475,0.799862586061587,15,3,3,6,4,10,5,3,10,2,19,20,13
"17316","TEF",0.449120285974231,5.86088604973183,1.74862803380752,0.186049300618595,0.601645069444358,927,380,588,382,238,303,716,631,583,149,392,729,701
"17317","TEFM",-0.319349662971694,2.98267582593566,1.55429883988479,0.212501936083468,0.63437984161333,116,57,48,82,56,72,56,55,70,16,112,121,73
"17318","TEK",0.584016182923919,4.39782220049434,3.93651441234333,0.0472485805548097,0.329480985299459,189,99,73,68,74,88,84,112,174,71,342,282,272
"17319","TEKT2",0.218216832491946,0.651802865346311,0.16821801158617,0.681700397264256,0.91636752286526,22,14,11,10,6,9,11,7,14,3,3,8,21
"17320","TELO2",0.0327740838099413,4.20411061671054,0.0106974475366712,0.917622920854201,0.98284158653217,292,97,132,128,62,179,104,114,182,61,307,240,182
"17321","TEN1-CDK3",0.575373527237583,0.652983111352488,1.49679032541234,0.221165883996216,0.643556343977779,29,11,7,10,8,8,7,7,12,5,28,19,14
"17322","TENM1",0.713616787688295,3.64813659883514,6.44318386223858,0.0111378847116184,0.155336782008883,88,53,53,45,72,70,52,108,237,29,242,440,121
"17323","TENM2",1.32564381343576,2.0428073989164,8.79597775225447,0.00301895402097752,0.0736877876329038,47,24,13,22,13,10,15,47,66,14,54,139,64
"17324","TENM3",0.967314450401018,3.81605227186298,8.5079028014601,0.00353607364145607,0.0813056177626537,50,35,53,26,40,53,31,88,235,25,126,311,246
"17325","TENM4",1.13324035926058,3.30551367705966,5.94326056684996,0.0147736633686003,0.181664130078314,45,30,17,17,48,70,38,62,190,20,181,333,149
"17326","TENT2",-0.150288291435032,6.27366333136895,0.532218897813587,0.465675479831568,0.823305636103947,993,507,505,594,576,683,568,688,856,196,1009,1296,649
"17327","TENT4A",0.237097211989713,4.39488829396862,0.880927804160224,0.34794768724547,0.75628236108611,218,89,106,100,171,108,112,143,218,60,347,515,174
"17328","TENT4B",-0.0534072389257284,4.65822497407491,0.0534186452625498,0.817217895952689,0.954476715686345,396,204,195,193,129,219,140,199,272,73,323,311,233
"17329","TENT5A",-0.0689060034019591,8.10981292704116,0.0678659849323218,0.7944696257519,0.949737899133887,5462,2420,2636,3356,3191,2861,2224,2903,780,680,1598,1512,1773
"17330","TENT5B",0.700131935611868,5.22328467299059,1.77318115066107,0.182988876095741,0.598784311404408,383,228,379,244,272,286,515,327,195,78,298,209,346
"17331","TENT5C",0.0621944718435564,7.3606703521017,0.0482999820633481,0.826048284143994,0.957268490578888,1826,1371,1072,1249,1356,1539,1546,1421,1633,609,1827,2262,1000
"17332","TEP1",0.169101468744113,6.28774978494149,0.646313096499478,0.421433936133978,0.799209405083069,938,393,414,558,324,771,418,640,851,247,1322,1442,684
"17333","TEPP",0.957061089301346,0.339503566385688,3.17139930842568,0.0749382164242179,0.410114686381132,21,4,8,3,6,5,8,8,7,3,19,30,17
"17334","TEPSIN",0.229885256551248,3.44537607410144,0.716680825728096,0.397234821383042,0.784498197583693,174,81,63,112,46,75,72,90,84,36,211,148,106
"17335","TERF1",0.154471597583065,3.89353984876906,0.499765176045535,0.479603319962916,0.829473834119686,194,89,97,114,104,126,115,147,122,59,184,270,149
"17336","TERF2",-0.220416526939534,3.9505255063251,0.927270958567487,0.335573070269717,0.7462682792714,199,94,98,92,86,114,109,104,119,56,143,226,112
"17337","TERF2IP",0.0298634051213209,5.55781015642581,0.0234548776240526,0.878280102159021,0.971078395308944,733,370,284,369,283,447,319,414,471,148,698,556,396
"17338","TES",0.232028915152846,6.1273917831257,0.896215308840285,0.343798557098703,0.752804425487663,652,404,460,502,471,696,525,610,721,167,988,1043,456
"17339","TESC",-0.258613605268049,7.2709105679123,0.169006802405114,0.68099600632153,0.916356250103894,2119,2279,1599,2049,1453,2506,1829,1394,157,599,413,126,1265
"17340","TESK1",0.136180289957167,3.5385228761598,0.359666076321082,0.548691746654566,0.864552484350024,146,81,79,86,57,101,70,104,100,41,155,138,106
"17341","TESK2",-0.314756371747551,4.23789369424696,2.38590933067528,0.122433631504888,0.509405870997743,229,173,162,168,147,202,156,141,102,57,175,187,109
"17342","TESMIN",0.222420911085687,1.69043788378272,0.37267660954355,0.541548889365104,0.860988145507916,62,31,15,35,28,22,25,22,16,14,50,41,32
"17343","TESPA1",-0.649444812513875,1.44929696749341,1.1847157182025,0.276398055839266,0.696352966618898,12,6,0,8,3,42,10,25,40,1,33,47,16
"17344","TET1",-0.660853079000624,6.54321887610854,5.13494838814054,0.0234487842521267,0.232892100874338,1481,1175,1252,1267,944,1430,1446,803,466,286,616,817,869
"17345","TET2",0.0544443155783974,6.5849533169817,0.0540591377385553,0.816144864398843,0.954216389309771,1262,546,648,712,679,1053,834,946,876,300,1132,1853,710
"17346","TET2-AS1",0.309267204667885,0.660183580026016,0.581751673007746,0.44562653898531,0.814177748541691,13,5,6,9,9,9,7,13,18,2,25,30,10
"17347","TET3",0.166522597693039,5.21665878450863,0.511066261254669,0.474677643707055,0.827204336090726,412,185,280,253,242,301,295,323,281,136,405,656,276
"17348","TEX10",0.0318411445312563,5.06079203924562,0.0277046397480749,0.867805104168717,0.968255036072836,409,205,223,223,205,291,231,287,350,78,437,619,277
"17349","TEX14",0.727470867586449,0.669304236141268,1.96885003641125,0.160569977027825,0.566039404187349,12,6,11,2,9,6,7,5,12,2,15,34,21
"17350","TEX15",1.07732240826683,-0.408211052526849,1.09591988722304,0.295163265359254,0.711386342068873,2,0,2,1,0,0,0,2,18,0,2,7,24
"17351","TEX2",0.18676686781297,6.07793349892472,0.681611676634443,0.409032300974907,0.792458692910749,763,516,537,464,392,552,426,450,389,189,699,806,547
"17352","TEX22",-0.287367962482276,0.577669419958661,0.44982644198002,0.50241738581503,0.841726109350197,19,7,4,14,8,10,11,10,13,4,22,18,11
"17353","TEX26-AS1",0.149497825220563,1.13017399071684,0.0203192382686908,0.886649090669217,0.974227411725258,1,3,4,2,10,2,13,2,24,3,15,17,37
"17354","TEX261",0.0331498963519576,5.32948660844399,0.029940945933884,0.86262429195922,0.9678106463868,604,326,361,315,250,372,303,322,252,168,404,467,342
"17355","TEX264",-0.32820216548878,5.36510258665363,2.48869732343011,0.114666598884964,0.497509113751753,708,407,357,363,287,494,374,367,290,112,392,347,368
"17356","TEX30",0.0338143390764001,2.36841580555415,0.0135499326411477,0.907332224390582,0.979763870620167,62,34,32,27,27,37,28,33,68,17,77,62,36
"17357","TEX41",0.313686223065853,1.66530753171876,0.388314860541055,0.533186515106786,0.856661763792006,27,2,12,10,12,9,5,14,39,9,42,78,65
"17358","TEX52",0.0176608351025174,0.573975154067691,0.00127355584486111,0.971532004865147,0.994842370134797,18,4,10,6,8,9,8,7,8,2,11,29,19
"17359","TEX9",0.0514292475515269,4.38877994127794,0.0358302491346905,0.849866474340833,0.963529991907724,330,185,132,178,180,199,170,223,184,58,272,368,246
"17360","TF",0.50162668529038,6.31127567704755,1.4115503158001,0.234799202429045,0.659001769391595,522,453,202,643,366,483,765,580,1267,183,1514,870,513
"17361","TFAM",-0.165452836749841,6.02197228329223,0.504680260822941,0.477450843216151,0.828509062898771,1144,641,555,585,391,585,468,523,534,184,857,642,563
"17362","TFAP2A",1.18084000917385,3.72261040799776,7.74716526331275,0.00537969190480333,0.103207962453146,164,87,146,103,100,122,102,98,71,64,155,309,108
"17363","TFAP2B",1.31652698847584,3.31051189986693,8.19567624436813,0.00419903399448437,0.0899175713698357,282,76,64,103,51,34,60,114,47,41,117,195,77
"17364","TFAP2C",2.16335585616291,5.3150096160072,10.5427215468886,0.00116646530040086,0.0430401890433623,514,244,317,389,267,271,218,354,467,153,707,1053,307
"17365","TFAP2E",1.60105379391801,0.0535133635825422,9.84506746400246,0.0017028774586319,0.0543590384391682,6,3,0,2,1,4,3,10,16,5,16,21,14
"17366","TFAP4",-0.373652443081538,3.53340950515304,1.99044493776088,0.158294364977269,0.562330922170484,251,100,89,106,65,113,109,93,59,42,88,113,104
"17367","TFB1M",-0.485424771547675,3.33246235752729,4.41756144564913,0.0355708365610466,0.286877877021546,157,67,86,92,94,102,72,93,82,21,119,141,81
"17368","TFB2M",-0.214505377104713,3.61323003768044,1.01423984467789,0.313889241682446,0.72909995874119,174,118,95,123,85,119,85,93,88,39,140,114,106
"17369","TFCP2",0.307870456724826,4.60946318147807,1.56983432042018,0.210231076030184,0.632148946875882,259,141,161,143,176,195,171,201,230,108,247,552,248
"17370","TFCP2L1",1.60620123757507,9.37112666743927,4.30269612504114,0.038052002931785,0.297834010188527,10548,5998,6094,5895,3213,4935,8800,6439,3881,2216,5824,19818,6281
"17371","TFDP1",0.159706114088944,4.74216260214792,0.574589000552175,0.448441110440061,0.816042934214323,293,178,171,228,190,218,155,222,298,75,408,406,229
"17372","TFDP2",-0.0368726014766339,6.207763104674,0.0421169377993218,0.837397028557514,0.961057465592838,940,610,489,658,435,643,678,577,660,207,908,1286,636
"17373","TFE3",0.172900447493653,4.71276971553624,0.419270557133153,0.517301246631044,0.84836181351215,221,150,144,154,140,300,249,277,252,79,290,436,195
"17374","TFEB",-0.023177758081637,4.76556272519852,0.00872478873350424,0.925580565219809,0.983499208699282,410,202,171,196,144,232,313,284,202,73,273,454,202
"17375","TFEC",0.124852782277858,4.18351974132515,0.0802301928421905,0.776985702718706,0.944453237882696,192,102,42,60,59,197,65,196,369,46,502,307,105
"17376","TFF3",-3.14683143774897,4.8412457391621,21.6732925784531,3.23260730653758e-06,0.000776462753154354,891,490,333,510,1404,405,777,179,19,24,138,31,93
"17377","TFG",-0.171312070431882,5.66798649564628,0.580381794079493,0.446162708750155,0.814233717889934,686,440,419,414,451,459,369,329,601,167,557,743,394
"17378","TFIP11",0.168008162437682,4.83514548250244,0.515590426505959,0.47272876604797,0.827098592342925,392,208,168,226,112,220,197,234,275,92,386,321,252
"17379","TFP1",0.677309351194797,0.317060080899564,1.86648015411744,0.171878756836262,0.583431424468269,9,7,8,11,7,1,6,13,13,3,12,27,11
"17380","TFPI",0.890281632875416,5.46636886052118,9.0066070371709,0.00269005349178867,0.0706075651888887,397,162,109,162,145,172,205,380,647,156,993,984,395
"17381","TFPI2",-0.0738109156336502,1.78719636874633,0.015976708697135,0.899416089004484,0.977190791919578,20,24,7,3,11,19,16,8,38,4,22,17,29
"17382","TFPT",-0.549851987241012,2.55967527435299,2.74522439449078,0.0975453826210804,0.463666962133855,85,41,44,44,44,55,47,43,45,15,46,51,24
"17383","TFRC",0.214967095603817,6.60126719259148,0.481555365608518,0.487718643344868,0.833904105552349,953,387,647,510,481,447,385,646,1526,205,1409,1388,620
"17384","TG",-0.749878884841282,3.17266442287254,3.09059385836472,0.0787460643944321,0.418263383800865,158,132,152,65,28,102,107,65,41,22,40,117,76
"17385","TGDS",-0.147864011371928,3.84344996447458,0.257077268177124,0.612135258634772,0.891988357800513,204,143,94,114,104,109,72,126,139,46,195,154,113
"17386","TGFA",0.369823025957447,3.68663449972463,1.29393361317022,0.255324299412442,0.677691328976097,112,71,83,53,118,85,79,122,141,29,204,224,105
"17387","TGFB1",0.86166961766357,2.75492691787805,6.16011020491965,0.0130663067293854,0.169327306826527,40,16,19,26,19,59,23,54,112,28,108,182,47
"17388","TGFB1I1",0.518440223344808,3.51927624742979,2.15277674751004,0.142312305458928,0.538001388360697,113,54,84,69,75,67,49,67,141,47,160,342,67
"17389","TGFB2",1.47367034510464,4.88718534918947,10.3722373328364,0.0012792442772772,0.0455815877032896,368,135,147,179,149,271,204,307,448,104,629,952,341
"17390","TGFB2-AS1",1.45456362411982,0.820296803307848,7.4551924039772,0.00632537172691402,0.112718025558193,13,4,10,10,11,9,11,17,16,7,27,55,11
"17391","TGFB3",1.15598923487928,5.06226965614857,9.11027749337771,0.00254177310781459,0.068589936998937,178,140,78,151,153,228,155,266,679,105,915,1380,294
"17392","TGFBI",0.445122798704135,6.05075058085012,2.01944518300036,0.155295874669294,0.55900962065565,465,218,213,262,328,412,271,324,1139,169,1529,2123,400
"17393","TGFBR1",0.337770514835024,6.54732613173914,2.16335284268377,0.141335997879271,0.536839252448995,1067,629,516,625,490,682,459,686,1217,266,1593,1472,781
"17394","TGFBR2",0.234777071369833,7.2070492689104,1.31958345238631,0.250666821633738,0.673159500712331,1415,780,812,703,550,1055,1112,1344,1650,421,2032,3084,1319
"17395","TGFBR3",0.304352187245011,7.56025033125177,1.08250898730357,0.298136955740037,0.714261108525488,2320,1454,1453,1338,1132,1225,1110,1428,1595,398,2688,2556,1496
"17396","TGFBRAP1",0.00964309455044113,5.10143403007231,0.00242518381544521,0.960723129224458,0.992310654149573,421,228,248,278,209,341,273,250,303,107,443,554,307
"17397","TGIF1",0.101677384294774,5.47453822651009,0.160284288897925,0.688894913750051,0.919258493368883,630,311,295,350,345,414,375,291,365,126,532,517,369
"17398","TGIF2",0.142050788955448,4.54603827337411,0.506639376911592,0.476597274145651,0.828039362995432,246,130,135,165,154,236,131,160,228,73,305,361,205
"17399","TGM1",0.288875970528178,2.07247325861636,0.315619548371632,0.57425210509626,0.878250920553152,42,13,19,19,10,34,19,26,64,11,49,41,32
"17400","TGM2",0.777440005041364,4.42753756611627,3.12752810054392,0.0769803816164939,0.414991593141657,171,110,30,74,46,179,112,173,216,91,422,464,133
"17401","TGM4",-0.181643278562108,-0.0336139681614069,0.0800468665466454,0.77723390876568,0.944453237882696,4,2,3,7,4,6,6,1,15,1,8,12,21
